"sku","title","weight","length","updated_at"
"01107","Elixir Gardens ® YELLOW T LABELS 15cm x 100","0.32","0.26","2022-09-27 10:47:04"
"01108","Stick-In 15cm (6&quot;) Yellow Plastic T Labels x 25 | Garden/Plant/Seed Labelling","0.08","0","2022-09-27 10:47:04"
"01109","Stick-In 15cm (6&quot;) Yellow Plastic T Labels x 50 | Garden/Plant/Seed Labelling","0.16","0","2022-09-27 10:47:04"
"01110","Elixir Gardens ® Chempak Soluble Zinc Sulphate 100gms Fertilizer.","0.1","0","2022-09-27 10:47:04"
"01111","Elixir Gardens 9cm Thermoformed Seed Starting Seedling Terracotta Plastic Plant Pot/Flower Pots x 1,000...","7.5","0.26","2022-09-27 10:47:04"
"01112","Elixir Gardens Black Plant Pot Plastic Flower Pot 2 Litre","4.6","0.26","2022-09-27 10:47:04"
"01113","5Lt Black Polythene Poly Pots x 500","8.8","0.26","2022-09-27 10:47:04"
"01114","Elixir 1Kg YaraMila Complex/Sulphate of Potash Based Plantfood/Fertiliser","1","0.26","2022-09-27 10:47:04"
"01115","Garden Bird Netting | 20m x 10m | Pond Garden Fruit Veg Bird Protection (Black)","6","0.26","2022-09-27 10:47:04"
"01116","20m x 5m Black Bird Vegetable Garden Netting","3","0.26","2022-09-27 10:47:04"
"01117","Elixir Gardens Fish Blood and Bone organic fertiliser 25Kg Bag | Treats over 350sqm","25","0.6","2022-09-27 10:47:04"
"01118","100 x 4&quot; BLUE Stick in Plastic Plant Labels","0.11","0","2022-09-27 10:47:04"
"01119","Bone Meal Sterilised Root Development Garden Fertiliser 25kg Bag","25","1.21","2022-09-27 10:47:04"
"01120","150 x 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","9","0.91","2022-09-27 10:47:04"
"01121","200 x 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","12","0.91","2022-09-27 10:47:04"
"01122","1 x Coir Compost Organic Blocks/Brick Expands to 10-11lt","0.669","0.26","2022-09-27 10:47:04"
"01123","1 x CoirCompost  Blocks/Brick Expands to 10-11lt + Fert","0.75","0.26","2022-09-27 10:47:04"
"01124","Elixir Coir Compost Organic Blocks Expands to 100-110lts x 10","7.5","0.26","2022-09-27 10:47:04"
"01125","Elixir Gardens « 70Lt Coir Compost Blocks","14.55","0.26","2022-09-27 10:47:04"
"01126","Elixir Organic Fertilizer for Coir Blocks for 4 Blocks","0.1","0","2022-09-27 10:47:04"
"01127","Epsom Salts Organic BP FCC Food Grade Magnesium Sulphate","10","0.45","2022-09-27 10:47:04"
"01128","Elixir Gardens ® 1KG MAGNESIUM (MAGNESIUM SULPHATE) SOLUBLE FERTILIZER","1","0.26","2022-09-27 10:47:04"
"01129","EPSOM BATH SALTS 100% ORGANIC BP/FCC GRADE (MAGNESIUM SULPHATE) 25 kg","25","0.6","2022-09-27 10:47:04"
"01130","Elixir PelGar E-Z Baiter | Multi Purpose Rat Poison Station | Multiple Bait Types x 3","1.605","0.26","2022-09-27 10:47:04"
"01131","GEL 4 PLUGS  HORMONE ROOTING GEL FOR USE WITH PLUGS/ ROCKWOOL CUBES / CUTTINGS","0.3","0.26","2022-09-27 10:47:04"
"01132","Elixir Gardens ® Jiffy 7C Peat Free Coir Plug Propagation Pellets | 35mm x 38mm | x 1155","5.085","0.26","2022-09-27 10:47:04"
"01133","Elixir Gardens ® Jiffy 7 Extra Deep Pellets 50mm x 95mm","1.355","0.26","2022-09-27 10:47:04"
"01134","Fine Lawn Sand &amp; Turf Fertiliser | Ferrous Sulphate | 25kg Bag | 25kg Treats up to 370m²","25","0.6","2022-09-27 10:47:04"
"01135","Elixir Gardens ® LARGE WHITE 33cm 13&quot; Plant T Label SL340 x 100","1.5","0","2022-09-27 10:47:04"
"01136","Elixir Gardens ® LARGE WHITE 33cm 13&quot; Plant T Label SL340 x 10","0.15","0.26","2022-09-27 10:47:04"
"01137","25 X 33cm 13&quot; Large White Plastic Plant T Label SL340","0.375","0.26","2022-09-27 10:47:04"
"01138","Stick-In 20cm (8&quot;) White Plastic T Labels x 50 | Garden/Plant/Seed Labelling","0.425","0.26","2022-09-27 10:47:04"
"01139","1.5mt x 100mt PORUS WEED STOPPING LANDSCAPING FABRIC / GROUND COVER","18","1.8","2022-09-27 10:47:04"
"01140","2 x Mouse / Rodent / Vermin Poison Bait Stations | Self-Locking Bait Boxes","0.115","0.26","2022-09-27 10:47:04"
"01141","500 x 9cm Thermoformed Plant / Flower Pots","4.75","0.26","2022-09-27 10:47:04"
"01142","50 x 9cm Thermoformed Plant Pot Flower Pots Full Size","0.475","0.26","2022-09-27 10:47:04"
"01143","13 1/2 lt Black Polythene Poly Pots/Potato Bags x 25","0.75","0","2022-09-27 10:47:04"
"01144","4Lt Black Polythene Poly Pots x 500","6.6","0.26","2022-09-27 10:47:04"
"01145","Elixir Gardens Hadopots Poly Pots Plant Pots | Professional Grow Bag/Re-Usable Quality 10L x 12","0.3","0","2022-09-27 10:47:04"
"01146","1m x 100m PORUS WEED MEMBRANE- GROUND COVER + 200 pegs","13.87","0.26","2022-09-27 10:47:04"
"01147"," 1m x 20m PORUS WEED MEMBRANE-- GROUND COVER","1.4","0.26","2022-09-27 10:47:04"
"01148","3 x Rat Trap Box, Ready to Use, 15 packets of Poison &amp; 45 Bait Blocks include","2.71","0.36","2022-09-27 10:47:04"
"01149","10 x 40G ROBAN25 PACKETS | MOUSE POISON/KILLER | EXTRA STRONG GRADE KILLER","0.4","0","2022-09-27 10:47:04"
"01150","Elixir 125-130 EXTRUDED BLOCK RAT/ MOUSE KILLER POISON USED PROFESSIONAL PEST CONTROLL","2.5","0.26","2022-09-27 10:47:04"
"01151","Rose Fertilizer food / Plant food 5-5-10   2.5Kg Bag   For Complete Rose Growth ","2.5","0.3","2022-09-27 10:47:04"
"01152","Elixir Roundup Pro BiActive Herbicide 1 Litre Strong Glyphosate Weedkiller","1.2","0.26","2022-09-27 10:47:04"
"01153","1 x 10mts Green Windbreak Protection Netting 40%","1.27","0.26","2022-09-27 10:47:04"
"01154","2m x 10m Greenhouse &amp; Garden Shade Netting | 40% Shading Factor | UV Protection","1.2","0.26","2022-09-27 10:47:04"
"01155","Elixir Gardens ® 40% Windbreak Protection Netting | Green | 2m x 5m","1.27","0.26","2022-09-27 10:47:04"
"01156","Parasene 200 Thermostat | Fully Controllable | Ideal for Reptile Heat Mats / Lamps","0.56","0.26","2022-09-27 10:47:04"
"01157","25Kg YaraMila Complex | Sulphate Of Potash Based Plantfood/Fertiliser","25","0.6","2022-09-27 10:47:04"
"01158","912 x 13cm 1 Litre Quality Thermoformed Plant Pot Terracotta Plastic Plant Pots","25.536","0.26","2022-09-27 10:47:04"
"01159","Thermostat - Plug in ThermoGuard Analogue Control TH-926T Greenhouse Garage Shed","0.2","0.26","2022-09-27 10:47:04"
"01160","Super Soft Rubber Tree Ties - 18&quot; / 45cm, 100","7","0.26","2022-09-27 10:47:04"
"01161","Elixir Gardens TH01-A | 1ft Tubular Heater, Frost Protect, Low Cost Inc.Flex and Plug","0.3","0.26","2022-09-27 10:47:04"
"01162","Elixir Gardens TH02-A | 2 FT TUBE HEATER, 80 WATTS, COMPLETE WITH FLEX AND PLUG","1.401","0.61","2022-09-27 10:47:04"
"01163","3 FT TUBE GREENHOUSE HEATER, 60 WATTS PER FOOT  COMPLETE WITH FLEX AND PLUG","1.401","0.91","2022-09-27 10:47:04"
"01164","Elixir 4 FT TUBE HEATER, 60 WATTS PER FOOT = 240 WATTS, COMPLETE WITH FLEX AND PLUG","1.401","1.23","2022-09-27 10:47:04"
"01165","1000 X LOOP LOCK WHITE PLANT LABELS  6 inch (16cm)","1.4","0.26","2022-09-27 10:47:04"
"01166","1m x 50m | Elixir Gardens® Woven Ground Cover / Landscape Fabric / Weed Membrane","5","1","2022-09-27 10:47:04"
"01167","5m x 50m | Elixir Gardens® Woven Ground Cover / Landscape Fabric / Weed Membrane","25","0.26","2022-09-27 10:47:04"
"01168","Yellow Sticky Traps for Whitefly/Greenfly | Double Sided Tape Insect Trap - 14","0.132","0","2022-09-27 10:47:04"
"01169","100 x 4&quot; YELLOW Stick in Plastic Plant Labels","0.11","0","2022-09-27 10:47:04"
"01170","Elixir Gardens Bone Meal Sterilised Multi-Purpose Plant Food Fertiliser 25kg Bag","25","1.21","2022-09-27 10:47:04"
"01171","1 x Coir wormery bedding block Expands to 10-11lts","0.75","0.26","2022-09-27 10:47:04"
"01172","Elixir Gardens Epsom Salt Magnesium Sulphate Organic Pharmaceutical Grade | 10kg","10","0.4","2022-09-27 10:47:04"
"01173","1KG EPSOM SALTS 100% ORGANIC FINEST QUALITY MEDICAL GRADE FOR BATHING / BODY USE","1","0.26","2022-09-27 10:47:04"
"01174","Elixir Gardens Epsom Salts Magnesium Sulphate 100% Organic | 25kg","25","0.6","2022-09-27 10:47:04"
"01175","Elixir Gardens ® Landscape Pegs Garden/Ground/weed/Control/membrane x 50","0.468","0.26","2022-09-27 10:47:04"
"01176","Elixir 1Lt Litre Rosate 36 Very Strong Professional Glyphosate Weedkiller","1","0","2022-09-27 10:47:04"
"01177","Soluble Sulphate of Potash / Potassium Fertiliser | N.P.K 0-0-51+18S | 25kg Bag","25","0.6","2022-09-27 10:47:04"
"01178","Digital Plug-In Thermostat | Temperature Control | TH-928T","0.2","0.26","2022-09-27 10:47:04"
"01179","Elixir 3 FT TUBE HEATER, 135 WATTS, COMPLETE WITH FLEX AND PLUG","1.401","0.91","2022-09-27 10:47:04"
"01180","Bone Meal Organic Vegetable Flower Fertiliser | NPK 3.5-18-0 | 25kg Bag","25","1.21","2022-09-27 10:47:04"
"01181","1KG Epsom Salts Pure 100% Organic Medical Grade Magnesium Sulphate Bath Salts","1.1","0.26","2022-09-27 10:47:04"
"01182","Elixir Gardens ® SOLUBLE Sulphate of Potash NPK 0-0-50 25Kg Bag","25","0.6","2022-09-27 10:47:04"
"01183","3 FT TUBE HEATER, FROST PROTECTION  180 WATTS COMPLETE WITH PLUG AND FLEX ","1.401","0.91","2022-09-27 10:47:04"
"01184","3 FT TUBE HEATER 135 WATT FROST PROTECT, LOW COST WITH FLEX &amp; PLUG | TH03-A","1.501","0.91","2022-09-27 10:47:04"
"01185","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 20m x 4m","1.6","0.26","2022-09-27 10:47:04"
"01186","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting","20","0.26","2022-09-27 10:47:04"
"01187","Elixir Gardens ® Bird Crop Fruit Garden Pond Agricultural Protection Netting | 20m x 5m","2.1","0.26","2022-09-27 10:47:04"
"01188","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 10m (Black)","0.8","0.26","2022-09-27 10:47:04"
"01189","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting","1.2","0.26","2022-09-27 10:47:04"
"01190","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 25m","2.1","0.26","2022-09-27 10:47:04"
"01191","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting","0.48","0.26","2022-09-27 10:47:04"
"01192","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 4m","0.32","0.26","2022-09-27 10:47:04"
"01193","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 50m","4","0.26","2022-09-27 10:47:04"
"01194","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 5m","0.4","0.26","2022-09-27 10:47:04"
"01195","Elixir Gardens ® Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 60m","4.8","0.26","2022-09-27 10:47:04"
"01196","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting","0.48","0.26","2022-09-27 10:47:04"
"01197","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 7m (Black)","0.56","0.26","2022-09-27 10:47:04"
"01198","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 4m x 8m (Black)","0.64","0.26","2022-09-27 10:47:04"
"01199","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 15m (Black)","1.8","0.26","2022-09-27 10:47:04"
"01200","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 25m","3","0.26","2022-09-27 10:47:04"
"01201","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 5m (Black)","0.6","0.26","2022-09-27 10:47:04"
"01202","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 6m (Black)","0.72","0.26","2022-09-27 10:47:04"
"01203","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 7m (Black)","0.84","0.26","2022-09-27 10:47:04"
"01204","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 8m (Black)","0.96","0.26","2022-09-27 10:47:04"
"01205","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 6m x 9m (Black)","1.08","0.26","2022-09-27 10:47:04"
"01206","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 10m","1.6","0.26","2022-09-27 10:47:04"
"01207","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 15m","2.4","0.26","2022-09-27 10:47:04"
"01208","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting","0.32","0.26","2022-09-27 10:47:04"
"01209","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 3m","0.48","0.26","2022-09-27 10:47:04"
"01210","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 5m (Black)","0.8","0.26","2022-09-27 10:47:04"
"01211","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 6m (Black)","0.96","0.26","2022-09-27 10:47:04"
"01212","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 7m (Black)","1.12","0.26","2022-09-27 10:47:04"
"01213","Elixir Gardens ® Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 8m (Black)","1.28","0.26","2022-09-27 10:47:04"
"01214","Elixir Bird Crop Fruit Garden Pond Agricultural Protection Netting | 8m x 9m","1.44","0.26","2022-09-27 10:47:04"
"01215","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 10","4.46","1","2022-09-27 10:47:04"
"01216","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 12","5.352","1","2022-09-27 10:47:04"
"01217","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 14","6.244","1","2022-09-27 10:47:04"
"01218","2m Wide Black Heavy Duty Polythene Sheeting 1000g 250mu - 16","7.136","1","2022-09-27 10:47:04"
"01219","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 18","8.028","1","2022-09-27 10:47:04"
"01220","2m Wide Black Heavy Duty Polythene Sheeting 1000g 250mu - 1","0.446","0","2022-09-27 10:47:04"
"01221","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 20","8.92","1","2022-09-27 10:47:04"
"01222","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 2","0.892","1","2022-09-27 10:47:04"
"01223","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 30","13.38","1","2022-09-27 10:47:04"
"01224","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 3","1.338","1","2022-09-27 10:47:04"
"01225","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 40","17.84","1","2022-09-27 10:47:04"
"01226","2m Wide Black Heavy Duty Polythene Sheeting 1000g 250mu - 4","1.784","1","2022-09-27 10:47:04"
"01227","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 50","22.3","1","2022-09-27 10:47:04"
"01228","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 5","2.23","1","2022-09-27 10:47:04"
"01229","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 6","2.676","1","2022-09-27 10:47:04"
"01230","Elixir Black Polythene Sheeting | 2M Wide | Various Lengths | 1000 Gauge / 250mu","3.122","1","2022-09-27 10:47:04"
"01231","2m Wide Black Polythene Sheeting | Heavy-Duty 1000g (250mu) - 8","3.568","1","2022-09-27 10:47:04"
"01232","Elixir Black Polythene Sheeting | 2M Wide | Various Lengths | 1000 Gauge / 250mu x 9m","4.014","1","2022-09-27 10:47:04"
"01233","2m Wide Black Polythene Sheeting | 500g (125mu) - 10","4.46","1","2022-09-27 10:47:04"
"01234","2m Wide Black Polythene Sheeting | 500g (125mu) - 12","5.352","1","2022-09-27 10:47:04"
"01235","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","6.244","1","2022-09-27 10:47:04"
"01236","2m Wide Black Heavy Duty Polythene Sheeting 500g 125mu - 16","7.136","1","2022-09-27 10:47:04"
"01237","Elixir Black Polythene Sheeting | 2M Wide | Various Lengths | 500 Gauge / 125mu","8.028","1","2022-09-27 10:47:04"
"01238","2m Wide Black Polythene Sheeting | 500g (125mu) - 1","0.446","0","2022-09-27 10:47:04"
"01239","2m Wide Black Polythene Sheeting | 500g (125mu) - 20","5","1","2022-09-27 10:47:04"
"01240","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","0.6","0","2022-09-27 10:47:04"
"01241","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","13.38","1","2022-09-27 10:47:04"
"01242","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","1.338","1","2022-09-27 10:47:04"
"01243","2m Wide Black Heavy Duty Polythene Sheeting 500g 125mu - 40","15.5","1","2022-09-27 10:47:04"
"01244","2m Wide Black Polythene Sheeting | 500g (125mu) - 4","1.784","1","2022-09-27 10:47:04"
"01245","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","12","0.36","2022-09-27 10:47:04"
"01246","Elixir Gardens Black Polythene Sheeting Garden Cover 500g 125mu 2m Wide","2.23","1","2022-09-27 10:47:04"
"01247","2m Wide Black Polythene Sheeting | 500g (125mu) - 6","2.676","1","2022-09-27 10:47:04"
"01248","Black Polythene Sheeting | 2M Wide |  Various Lengths | 500 Gauge / 125mu","3.122","1","2022-09-27 10:47:04"
"01249","2m Wide Black Heavy Duty Polythene Sheeting 500g 125mu - 8","3.568","1","2022-09-27 10:47:04"
"01250","2m Wide Black Polythene Sheeting | 500g (125mu) - 9","4.014","1","2022-09-27 10:47:04"
"01251","Elixir Gardens Round Black Plastic Garden Plant/Shrub/Flower Pots with Reinforced Rim 10L x 10","1.995","0.79","2022-09-27 10:47:04"
"01252","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","2.85","0.26","2022-09-27 10:47:04"
"01253","Elixir Gardens Round Black Plastic Garden Plant/Shrub/Flower Pots with Reinforced Rim 15L x 10","3.21","0.26","2022-09-27 10:47:04"
"01254","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","6.76","0.26","2022-09-27 10:47:04"
"01255","Elixir Gardens Black Plant Pot Plastic Flower Pot 5 Litre","1.11","0.79","2022-09-27 10:47:04"
"01256","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","1.69","0.79","2022-09-27 10:47:04"
"01257","Elixir Gardens Black Plant Pot Plastic Flower Pot 10 Litre","4.42","0.26","2022-09-27 10:47:04"
"01258","Elixir Gardens Black Plant Pot Plastic Flower Pot 12 Litre","5.7","0.26","2022-09-27 10:47:04"
"01259","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","6.42","0.26","2022-09-27 10:47:04"
"01260","Elixir Gardens Black Plant Pot Plastic Flower Pot 20 Litre","9","0.36","2022-09-27 10:47:04"
"01261","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","2.22","0.36","2022-09-27 10:47:04"
"01262","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","3.38","0.26","2022-09-27 10:47:04"
"01263","Elixir Gardens Black Plant Pot Plastic Flower Pot 10 Litre","6.63","0.26","2022-09-27 10:47:04"
"01264","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","8.55","0.26","2022-09-27 10:47:04"
"01265","Elixir Gardens Black Plant Pot Plastic Flower Pot 15 Litre","14.445","0.26","2022-09-27 10:47:04"
"01266","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","3.33","0.26","2022-09-27 10:47:04"
"01267","Elixir Gardens Black Plant Pot Plastic Flower Pot 7.5 Litre","5.07","0.26","2022-09-27 10:47:04"
"01268","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","8.84","0.26","2022-09-27 10:47:04"
"01269","Elixir Gardens Black Plant Pot Plastic Flower Pot 5 Litre","4.44","0.26","2022-09-27 10:47:04"
"01270","Elixir Gardens Black Plant Pot Plastic Flower Pot 7.5 Litre","6.76","0.26","2022-09-27 10:47:04"
"01271","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","10","1.5","2022-09-27 10:47:04"
"01272","Elixir Gardens Black Plant Pot Plastic Flower Pot 5 Litre","5.55","0.26","2022-09-27 10:47:04"
"01273","Strong Black Plant Pot Plastic Plant Pots 5 to 80 Litres","8.45","0.26","2022-09-27 10:47:04"
"01274","Elixir Gardens Black Plant Pot Plastic Flower Pot 10 Litre","1.105","0.79","2022-09-27 10:47:04"
"01275","Elixir Gardens Black Plant Pot Plastic Flower Pot 12 Litre","1.425","0.26","2022-09-27 10:47:04"
"01276","Elixir Gardens Black Plant Pot Plastic Flower Pot 15 Litre","1.56","0.26","2022-09-27 10:47:04"
"01277","Elixir Gardens Black Plant Pot Plastic Flower Pot 20 Litre","2.1","0.36","2022-09-27 10:47:04"
"01278","Elixir Gardens Black Plant Pot Plastic Flower Pot 5 Litre","0.555","0.26","2022-09-27 10:47:04"
"01279","Elixir Gardens Black Plant Pot Plastic Flower Pot 7.5 Litre","0.845","0.79","2022-09-27 10:47:04"
"01280","Elixir Gardens Black Plant Pot Plastic Flower Pot 5 Litre","6.66","0.26","2022-09-27 10:47:04"
"01281","Elixir Cardboard Packaging Boxes | 24&quot; x 16&quot; x 10&quot; | House/Home Removal","6.05","0.26","2022-09-27 10:47:04"
"01282","Elixir Cardboard Packaging Boxes | 24&quot; x 16&quot; x 10&quot; | House/Home Removal","12","1.5","2022-09-27 10:47:04"
"01283","Elixir Cardboard Packaging Boxes | 24&quot; x 16&quot; x 10&quot; | House/Home Removal","17.8","0.26","2022-09-27 10:47:04"
"01284","Cardboard Packaging Boxes | 24&quot; x 16&quot; x 10&quot; | House/Home Removal | Top Quality!","23.8","0.26","2022-09-27 10:47:04"
"01285","Elixir Cardboard Packaging Boxes | 24&quot; x 16&quot; x 10&quot; | House/Home Removal","29.6","0.26","2022-09-27 10:47:04"
"01286","Elixir Gardens 1.5m wide x 10m Triple Laminated 10mm Greenhouse Bubble Insulation UV Resistant","1.7","1.31","2022-09-27 10:47:04"
"01287","Elixir Gardens 1.5m wide x 15m Triple Laminated 10mm Greenhouse Insulation Bubble UV Resistant","2.55","1.31","2022-09-27 10:47:04"
"01288","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","0.17","0.36","2022-09-27 10:47:04"
"01289","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","3.4","1.31","2022-09-27 10:47:04"
"01290","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","4.25","1.31","2022-09-27 10:47:04"
"01291","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","5.1","1.31","2022-09-27 10:47:04"
"01292","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","0.51","0.36","2022-09-27 10:47:04"
"01293","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","0.68","0.36","2022-09-27 10:47:04"
"01294","Bubble Insulation 1500mm / 150cm / 1.5m Wide | 10mm Bubbles | 1m-50m Lengths","0.85","0.36","2022-09-27 10:47:04"
"01295","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","1.02","0.36","2022-09-27 10:47:04"
"01296","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","1.19","0.36","2022-09-27 10:47:04"
"01297","10mm Triple Laminated Bubble Greenhouse Insulation UV Resistant | 1.5m wide","1.36","0.36","2022-09-27 10:47:04"
"01298","Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 10","1.16","1.31","2022-09-27 10:47:04"
"01299","1.5m Wide Triple Laminated 25mm Bubble Greenhouse Insulation UV Resistant","1.74","1.31","2022-09-27 10:47:04"
"01300","Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 1","0.116","0.36","2022-09-27 10:47:04"
"01301","Elixir Gardens 1.5m x 20m Triple Laminated 25mm Bubble Conservatory Greenhouse Insulation UV Stable","2.32","1.8","2022-09-27 10:47:04"
"01302","1.5m Wide Triple Laminated 25mm Bubble Greenhouse Insulation UV Resistant","2.9","1.8","2022-09-27 10:47:04"
"01303","Bubble Insulation 1.5m | 25mm Bubbles | 1m-50m Lengths - 2","0.232","0.36","2022-09-27 10:47:04"
"01304","*15% OFF* Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 3","0.348","0.36","2022-09-27 10:47:04"
"01305","Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 4","0.464","0.36","2022-09-27 10:47:04"
"01306","1.5m Wide Triple Laminated 25mm Bubble Greenhouse Insulation UV Resistant","0.58","1.31","2022-09-27 10:47:04"
"01307","1.5m Wide Triple Laminated 25mm Bubble Greenhouse Insulation UV Resistant","0.696","1.31","2022-09-27 10:47:04"
"01308","*15% OFF* Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 7","0.812","1.31","2022-09-27 10:47:04"
"01309","Bubble Insulation 1.5m Wide | 25mm Bubbles | 1m-50m Lengths - 8","0.928","1.31","2022-09-27 10:47:04"
"01310","1.5m Wide Triple Laminated 25mm Bubble Greenhouse Insulation UV Resistant","1.044","1.31","2022-09-27 10:47:04"
"01311","3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.401","0.91","2022-09-27 10:47:04"
"01312","Elixir 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.401","0.91","2022-09-27 10:47:04"
"01313","3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","0.648","0.91","2022-09-27 10:47:04"
"01314","Elixir 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.24","0.36","2022-09-27 10:47:04"
"01315","3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.8","0.91","2022-09-27 10:47:04"
"01316","Elixir 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.8","0.91","2022-09-27 10:47:04"
"01317","3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","2.4","0.91","2022-09-27 10:47:04"
"01318","Elixir 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","2.4","0.91","2022-09-27 10:47:04"
"01319","3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","1.609","0.91","2022-09-27 10:47:04"
"01320","Elixir 3ft Extra Strong Heavy Duty Professional Bamboo Plant Support Garden Canes","2.1","0.91","2022-09-27 10:47:04"
"01321","Strong Heavy Duty Professional Bamboo Plant Support Garden Canes | 2ft - 10ft","6","0.91","2022-09-27 10:47:04"
"01322","Elixir Extra Strong Bamboo Plant Support Garden Canes | 3ft 4ft 5ft 6ft 7ft 8ft 10ft","6","0.91","2022-09-27 10:47:04"
